Date,Open,High,Low,Close,Adj Close,Volume
2017-07-12,75.680000,76.400002,74.160004,74.639999,74.639999,4775163
2017-07-13,75.120003,76.000000,74.879997,75.760002,75.760002,2572575
2017-07-14,76.239998,76.879997,75.839996,76.720001,76.720001,3102538
2017-07-17,76.320000,76.800003,75.599998,75.599998,75.599998,3129063
2017-07-18,76.800003,76.879997,75.760002,76.320000,76.320000,3374100
2017-07-19,76.559998,77.760002,76.559998,77.519997,77.519997,3197088
2017-07-20,78.160004,78.239998,76.639999,76.879997,76.879997,2574188
2017-07-21,76.480003,76.559998,74.559998,74.720001,74.720001,4681600
2017-07-24,75.760002,76.160004,75.519997,76.000000,76.000000,2467075
2017-07-25,77.519997,78.559998,77.199997,78.480003,78.480003,3451875
2017-07-26,79.199997,80.080002,78.400002,79.680000,79.680000,4864788
2017-07-27,80.239998,80.639999,79.440002,80.480003,80.480003,3371375
2017-07-28,80.720001,81.599998,80.639999,81.360001,81.360001,4163500
2017-07-31,81.199997,82.559998,80.559998,82.239998,82.239998,4068650
2017-08-01,81.360001,81.440002,79.199997,80.720001,80.720001,5192463
2017-08-02,80.559998,81.360001,79.599998,81.120003,81.120003,3381200
2017-08-03,81.680000,81.839996,79.919998,80.160004,80.160004,2911000
2017-08-04,80.400002,81.279999,79.760002,81.040001,81.040001,2203288
2017-08-07,80.160004,80.959999,79.519997,80.800003,80.800003,2478188
2017-08-08,80.239998,81.199997,80.080002,80.480003,80.480003,2929425
2017-08-09,80.959999,81.199997,80.320000,81.199997,81.199997,2168325
2017-08-10,81.919998,82.000000,79.199997,79.279999,79.279999,3117075
2017-08-11,79.040001,80.239998,78.639999,79.919998,79.919998,1862525
2017-08-14,79.839996,80.480003,77.680000,77.760002,77.760002,3157713
2017-08-15,77.279999,78.080002,77.040001,78.000000,78.000000,2484475
2017-08-16,78.160004,78.800003,76.480003,76.559998,76.559998,4711213
2017-08-17,76.320000,77.279999,76.160004,76.959999,76.959999,1996350
2017-08-18,77.279999,79.839996,76.720001,79.760002,79.760002,3808500
2017-08-21,78.959999,79.279999,77.120003,77.680000,77.680000,3784875
2017-08-22,78.080002,78.720001,77.760002,78.160004,78.160004,1781075
2017-08-23,78.080002,79.199997,77.839996,79.040001,79.040001,2071550
2017-08-24,78.320000,78.400002,76.879997,77.680000,77.680000,2270838
2017-08-25,77.680000,78.239998,77.519997,78.000000,78.000000,1898438
2017-08-28,77.519997,77.599998,75.360001,76.239998,76.239998,4060300
2017-08-29,75.839996,76.000000,74.720001,75.680000,75.680000,2457625
2017-08-30,75.199997,76.320000,74.879997,75.040001,75.040001,2361325
2017-08-31,75.919998,77.519997,75.919998,77.040001,77.040001,3188713
2017-09-01,76.800003,77.360001,76.080002,77.360001,77.360001,2001538
2017-09-05,79.279999,80.000000,79.120003,79.360001,79.360001,3080538
2017-09-06,80.160004,80.720001,79.680000,80.320000,80.320000,2578350
2017-09-07,79.839996,80.480003,79.680000,80.239998,80.239998,2600600
2017-09-08,79.919998,80.160004,77.279999,77.839996,77.839996,3009788
2017-09-11,77.279999,78.879997,76.879997,78.559998,78.559998,2051388
2017-09-12,78.639999,79.120003,78.400002,78.959999,78.959999,1771288
2017-09-13,79.360001,80.559998,79.120003,80.559998,80.559998,2818125
2017-09-14,81.360001,82.239998,80.879997,81.040001,81.040001,3195125
2017-09-15,81.519997,81.760002,81.120003,81.599998,81.599998,2010550
2017-09-18,81.120003,81.599998,80.320000,81.360001,81.360001,2366313
2017-09-19,81.760002,81.919998,80.400002,80.879997,80.879997,1903975
2017-09-20,81.519997,82.639999,81.040001,81.919998,81.919998,2876938
2017-09-21,81.440002,82.080002,81.040001,82.000000,82.000000,1450413
2017-09-22,81.599998,82.080002,81.440002,81.919998,81.919998,1635600
2017-09-25,82.720001,84.480003,82.720001,84.400002,84.400002,3731025
2017-09-26,83.680000,84.080002,83.120003,83.919998,83.919998,1799000
2017-09-27,84.160004,84.480003,83.519997,84.160004,84.160004,2003313
2017-09-28,85.040001,85.199997,82.800003,83.440002,83.440002,2335900
2017-09-29,83.120003,83.680000,82.879997,83.440002,83.440002,1639650
2017-10-02,81.360001,81.839996,80.959999,81.680000,81.680000,2215125
2017-10-03,81.680000,82.000000,81.279999,81.440002,81.440002,1409863
2017-10-04,81.440002,81.919998,80.480003,80.639999,80.639999,1634750
2017-10-05,81.120003,82.800003,81.040001,82.000000,82.000000,1623425
2017-10-06,80.080002,80.160004,79.360001,79.760002,79.760002,2938700
2017-10-09,80.239998,80.480003,79.680000,80.000000,80.000000,1372038
2017-10-10,81.599998,82.559998,81.519997,82.239998,82.239998,1938325
2017-10-11,82.480003,82.959999,81.760002,82.879997,82.879997,1738038
2017-10-12,81.360001,82.320000,81.040001,81.839996,81.839996,1902313
2017-10-13,83.040001,83.199997,82.320000,82.959999,82.959999,2301488
2017-10-16,84.239998,84.320000,83.360001,83.680000,83.680000,2005713
2017-10-17,83.760002,84.239998,82.639999,83.919998,83.919998,2050638
2017-10-18,84.080002,84.400002,83.440002,83.839996,83.839996,1682738
2017-10-19,82.720001,83.360001,82.559998,82.800003,82.800003,1447388
2017-10-20,82.320000,83.519997,82.320000,83.440002,83.440002,1498163
2017-10-23,83.760002,83.919998,82.959999,83.360001,83.360001,1418275
2017-10-24,83.839996,84.400002,83.120003,84.320000,84.320000,2296338
2017-10-25,83.839996,84.160004,83.360001,83.839996,83.839996,2154125
2017-10-26,83.599998,84.639999,83.440002,84.559998,84.559998,1918000
2017-10-27,84.480003,86.800003,84.400002,86.720001,86.720001,3087375
2017-10-30,84.480003,87.440002,84.480003,86.959999,86.959999,1573300
2017-10-31,86.800003,87.680000,86.639999,87.440002,87.440002,1754150
2017-11-01,88.239998,88.480003,86.559998,87.199997,87.199997,2644000
2017-11-02,87.199997,88.080002,86.959999,87.919998,87.919998,1259913
2017-11-03,88.000000,89.599998,87.440002,89.440002,89.440002,2356400
2017-11-06,89.519997,92.559998,89.360001,92.080002,92.080002,3844275
2017-11-07,91.760002,92.239998,91.360001,91.919998,91.919998,2236850
2017-11-08,91.519997,93.040001,90.639999,91.279999,91.279999,4651825
2017-11-09,91.360001,92.400002,91.199997,91.680000,91.680000,2460463
2017-11-10,91.839996,92.160004,90.879997,91.360001,91.360001,1464125
2017-11-13,91.360001,91.839996,90.480003,91.040001,91.040001,1737313
2017-11-14,90.800003,90.879997,88.639999,89.040001,89.040001,2690813
2017-11-15,88.639999,89.199997,88.160004,88.720001,88.720001,1722063
2017-11-16,88.559998,89.360001,88.239998,88.559998,88.559998,1529000
2017-11-17,89.680000,90.879997,89.599998,90.800003,90.800003,2048400
2017-11-20,90.160004,90.320000,89.199997,90.239998,90.239998,1429750
2017-11-21,90.400002,91.599998,90.400002,91.199997,91.199997,1529913
2017-11-22,92.400002,92.959999,91.760002,92.800003,92.800003,2246163
2017-11-24,93.919998,94.320000,93.599998,94.320000,94.320000,1174263
2017-11-27,93.199997,93.440002,92.080002,92.720001,92.720001,1735750
2017-11-28,92.480003,93.040001,92.239998,92.639999,92.639999,1013688
2017-11-29,92.639999,93.279999,90.879997,91.760002,91.760002,2011713
2017-11-30,92.400002,92.639999,90.959999,91.760002,91.760002,2227388
2017-12-01,93.199997,94.239998,92.800003,93.360001,93.360001,1768150
2017-12-04,92.320000,92.639999,91.760002,91.919998,91.919998,1523463
2017-12-05,91.760002,92.720001,91.680000,92.320000,92.320000,1614300
2017-12-06,91.199997,91.279999,89.440002,89.599998,89.599998,2423625
2017-12-07,90.160004,90.879997,90.080002,90.639999,90.639999,1137925
2017-12-08,92.160004,92.400002,91.199997,91.919998,91.919998,1178325
2017-12-11,92.320000,92.879997,92.000000,92.800003,92.800003,1797863
2017-12-12,93.120003,93.120003,90.959999,91.519997,91.519997,3106863
2017-12-13,91.680000,91.839996,90.400002,90.639999,90.639999,2276638
2017-12-14,89.760002,91.440002,89.680000,91.440002,91.440002,1134150
2017-12-15,91.760002,91.919998,91.199997,91.680000,91.680000,1201063
2017-12-18,92.000000,92.239998,90.959999,91.519997,91.519997,1633500
2017-12-19,91.839996,92.080002,91.599998,92.080002,92.080002,856138
2017-12-20,92.320000,92.959999,91.839996,92.879997,92.879997,1264725
2017-12-21,92.320000,93.360001,92.160004,93.120003,93.120003,1391950
2017-12-22,92.639999,93.519997,92.639999,93.279999,93.279999,823925
2017-12-26,93.839996,95.919998,93.760002,95.599998,95.599998,2199875
2017-12-27,95.440002,95.680000,94.959999,95.360001,95.360001,1033775
2017-12-28,95.279999,95.839996,95.040001,95.760002,95.760002,1546013
2017-12-29,96.160004,96.720001,95.839996,96.080002,96.080002,1475238
2018-01-02,96.559998,96.800003,96.080002,96.559998,96.559998,1497588
2018-01-03,97.360001,98.879997,97.360001,98.720001,98.720001,2156150
2018-01-04,98.639999,99.360001,98.480003,98.959999,98.959999,1480988
2018-01-05,98.239998,98.639999,97.680000,98.480003,98.480003,1609888
2018-01-08,98.480003,99.040001,98.160004,99.040001,99.040001,1229225
2018-01-09,99.279999,101.120003,98.959999,100.559998,100.559998,2666150
2018-01-10,101.360001,101.680000,100.800003,101.440002,101.440002,1821550
2018-01-11,102.080002,103.360001,101.599998,101.599998,101.599998,2579100
2018-01-12,101.440002,103.120003,101.199997,102.959999,102.959999,2850200
2018-01-16,102.480003,102.879997,101.440002,102.080002,102.080002,2277850
2018-01-17,101.839996,102.720001,101.680000,102.239998,102.239998,1993013
2018-01-18,102.000000,102.800003,101.599998,102.080002,102.080002,2075713
2018-01-19,101.440002,101.919998,100.879997,101.760002,101.760002,2168175
2018-01-22,101.440002,102.720001,101.040001,102.239998,102.239998,1866225
2018-01-23,102.720001,103.919998,102.639999,103.760002,103.760002,2077238
2018-01-24,103.519997,105.839996,103.279999,105.760002,105.760002,3267225
2018-01-25,106.239998,106.400002,104.239998,104.480003,104.480003,2096800
2018-01-26,104.879997,106.320000,104.800003,105.919998,105.919998,3971988
2018-01-29,104.879997,105.199997,104.080002,104.879997,104.879997,1978613
2018-01-30,103.519997,103.599998,102.720001,103.199997,103.199997,4303675
2018-01-31,103.279999,104.080002,102.320000,103.839996,103.839996,2462013
2018-02-01,104.639999,106.080002,104.239998,105.919998,105.919998,2509275
2018-02-02,104.959999,105.360001,103.360001,104.320000,104.320000,3594688
2018-02-05,104.239998,104.559998,101.839996,102.160004,102.160004,3841075
2018-02-06,101.599998,103.040001,101.360001,101.599998,101.599998,2954538
2018-02-07,101.760002,102.480003,98.239998,98.959999,98.959999,4613663
2018-02-08,99.360001,99.519997,96.639999,96.720001,96.720001,3407438
2018-02-09,96.879997,97.120003,93.199997,94.879997,94.879997,5397888
2018-02-12,95.839996,96.800003,94.959999,95.120003,95.120003,2039013
2018-02-13,94.320000,95.440002,93.680000,94.959999,94.959999,2372763
2018-02-14,93.839996,97.839996,93.519997,97.440002,97.440002,4469888
2018-02-15,96.720001,98.879997,95.919998,98.639999,98.639999,2406038
2018-02-16,98.160004,99.519997,97.760002,99.040001,99.040001,2222813
2018-02-20,99.360001,100.480003,98.800003,99.120003,99.120003,2719738
2018-02-21,98.639999,99.519997,98.239998,98.320000,98.320000,1422550
2018-02-22,99.680000,101.519997,99.040001,100.720001,100.720001,2411838
2018-02-23,100.879997,102.559998,100.800003,102.160004,102.160004,2300125
2018-02-26,101.839996,103.360001,101.440002,102.879997,102.879997,1748425
2018-02-27,102.720001,102.800003,100.879997,101.199997,101.199997,2128950
2018-02-28,101.680000,102.080002,98.720001,98.959999,98.959999,3475800
2018-03-01,98.080002,99.040001,96.879997,98.800003,98.800003,3238863
2018-03-02,97.760002,98.959999,96.800003,98.959999,98.959999,2254713
2018-03-05,98.639999,101.040001,98.559998,100.720001,100.720001,2458350
2018-03-06,100.959999,101.120003,100.080002,100.559998,100.559998,2256988
2018-03-07,99.839996,100.720001,97.519997,98.800003,98.800003,3119713
2018-03-08,98.559998,98.639999,96.639999,97.199997,97.199997,2881225
2018-03-09,98.160004,100.000000,98.080002,99.760002,99.760002,2423100
2018-03-12,99.279999,99.519997,97.760002,98.959999,98.959999,2185138
2018-03-13,98.480003,100.000000,97.199997,97.919998,97.919998,3024238
2018-03-14,98.239998,98.720001,97.120003,98.239998,98.239998,2319625
2018-03-15,98.800003,99.360001,98.320000,98.720001,98.720001,1467363
2018-03-16,98.800003,100.959999,98.559998,100.400002,100.400002,3485088
2018-03-19,100.559998,100.639999,99.120003,100.400002,100.400002,2855363
2018-03-20,102.080002,103.199997,101.680000,102.480003,102.480003,2281838
2018-03-21,103.680000,105.680000,103.440002,105.440002,105.440002,2886025
2018-03-22,104.080002,104.400002,103.440002,103.599998,103.599998,1966450
2018-03-23,104.720001,106.400002,104.639999,106.239998,106.239998,2269888
2018-03-26,105.839996,106.239998,104.959999,105.680000,105.680000,3121838
2018-03-27,106.239998,106.320000,104.320000,104.639999,104.639999,2577163
2018-03-28,104.160004,105.040001,102.800003,104.320000,104.320000,2372900
2018-03-29,103.919998,105.279999,103.519997,104.720001,104.720001,2039800
2018-04-02,103.839996,103.839996,101.599998,101.919998,101.919998,2413925
2018-04-03,102.239998,102.879997,101.760002,102.480003,102.480003,1146825
2018-04-04,100.400002,102.639999,100.160004,102.559998,102.559998,2538850
2018-04-05,102.559998,103.519997,101.919998,102.639999,102.639999,2155788
2018-04-06,102.400002,102.800003,99.760002,100.080002,100.080002,3147513
2018-04-09,101.519997,102.639999,101.360001,102.160004,102.160004,1601763
2018-04-10,104.160004,106.160004,104.160004,106.000000,106.000000,2968450
2018-04-11,106.400002,108.720001,106.000000,107.599998,107.599998,3085563
2018-04-12,107.199997,108.320000,106.400002,108.160004,108.160004,1859000
2018-04-13,108.400002,109.120003,108.000000,108.400002,108.400002,1770350
2018-04-16,107.919998,108.000000,106.720001,107.040001,107.040001,1753075
2018-04-17,106.160004,107.519997,105.919998,107.279999,107.279999,1644388
2018-04-18,109.599998,111.199997,109.120003,111.040001,111.040001,3322388
2018-04-19,111.599998,112.000000,109.760002,110.160004,110.160004,2178550
2018-04-20,109.279999,110.720001,108.959999,110.000000,110.000000,1478875
2018-04-23,108.879997,111.519997,108.400002,111.360001,111.360001,2074100
2018-04-24,110.800003,112.000000,109.040001,109.440002,109.440002,2510050
2018-04-25,109.519997,110.080002,108.400002,109.760002,109.760002,1707313
2018-04-26,110.639999,110.720001,109.360001,110.160004,110.160004,2151713
2018-04-27,109.440002,110.400002,109.360001,109.839996,109.839996,1601475
2018-04-30,108.959999,112.000000,108.800003,110.400002,110.400002,3617163
2018-05-01,109.519997,109.599998,108.000000,108.879997,108.879997,2011513
2018-05-02,108.480003,110.080002,108.080002,109.360001,109.360001,1727875
2018-05-03,109.040001,110.800003,108.639999,110.559998,110.559998,1519750
2018-05-04,110.639999,113.040001,110.639999,112.720001,112.720001,2346763
2018-05-07,113.519997,114.400002,112.239998,112.800003,112.800003,3598650
2018-05-08,113.440002,113.760002,109.279999,112.480003,112.480003,6607813
2018-05-09,114.160004,115.279999,114.080002,114.959999,114.959999,2435313
2018-05-10,115.040001,115.519997,114.000000,115.279999,115.279999,1953388
2018-05-11,114.959999,115.440002,113.919998,114.000000,114.000000,1758750
2018-05-14,114.400002,115.199997,114.320000,115.040001,115.040001,2033313
2018-05-15,114.959999,115.519997,114.000000,115.199997,115.199997,2236963
2018-05-16,114.720001,115.839996,114.400002,115.680000,115.680000,1683025
2018-05-17,116.320000,117.040001,115.199997,115.919998,115.919998,2149863
2018-05-18,115.519997,116.000000,114.959999,115.440002,115.440002,1557263
2018-05-21,115.839996,117.360001,115.760002,117.360001,117.360001,1681888
2018-05-22,117.199997,117.919998,116.400002,116.480003,116.480003,2459500
2018-05-23,116.239998,116.639999,115.120003,116.080002,116.080002,2011438
2018-05-24,114.320000,115.199997,114.160004,114.320000,114.320000,1931738
2018-05-25,111.440002,111.440002,109.199997,109.440002,109.440002,5070300
2018-05-29,108.559998,108.800003,106.639999,108.080002,108.080002,3289125
2018-05-30,108.639999,110.800003,108.639999,110.639999,110.639999,3015113
2018-05-31,108.639999,110.320000,107.680000,108.400002,108.400002,3030750
2018-06-01,107.279999,108.160004,106.000000,106.000000,106.000000,2868513
2018-06-04,106.400002,106.639999,104.480003,104.959999,104.959999,2484438
2018-06-05,104.239998,106.080002,104.000000,105.760002,105.760002,2788663
2018-06-06,105.519997,106.000000,104.000000,105.279999,105.279999,2116213
2018-06-07,105.680000,106.879997,105.599998,106.800003,106.800003,1776825
2018-06-08,106.480003,107.120003,105.440002,106.160004,106.160004,1979263
2018-06-11,105.360001,107.360001,105.199997,106.879997,106.879997,1836325
2018-06-12,106.720001,107.919998,106.639999,107.199997,107.199997,2434163
2018-06-13,106.800003,108.160004,106.639999,107.760002,107.760002,2182113
2018-06-14,108.400002,108.480003,107.199997,108.160004,108.160004,1667250
2018-06-15,107.519997,107.519997,104.320000,104.400002,104.400002,3436813
2018-06-18,105.360001,106.639999,104.959999,106.320000,106.320000,2223113
2018-06-19,104.800003,105.680000,104.080002,105.120003,105.120003,1999775
2018-06-20,106.559998,107.519997,105.199997,106.239998,106.239998,2540238
2018-06-21,105.120003,107.279999,104.959999,106.480003,106.480003,2245375
2018-06-22,109.680000,112.239998,108.720001,112.160004,112.160004,4109475
2018-06-25,112.080002,112.400002,109.839996,110.160004,110.160004,3099950
2018-06-26,111.279999,114.480003,110.320000,114.160004,114.160004,4205538
2018-06-27,115.919998,118.400002,115.839996,117.199997,117.199997,4305113
2018-06-28,117.839996,119.919998,117.519997,118.879997,118.879997,3882688
2018-06-29,119.440002,120.639999,119.360001,120.480003,120.480003,2701250
2018-07-02,120.000000,120.480003,118.959999,119.680000,119.680000,2692025
2018-07-03,121.519997,122.000000,117.839996,119.360001,119.360001,2636363
2018-07-05,120.000000,120.400002,117.599998,118.239998,118.239998,2737150
2018-07-06,117.360001,119.839996,117.279999,119.680000,119.680000,2367950
2018-07-09,119.760002,120.239998,118.480003,120.239998,120.239998,1612275
2018-07-10,120.879997,121.360001,119.839996,120.559998,120.559998,1926900
2018-07-11,119.040001,120.239998,113.760002,114.480003,114.480003,4801038
2018-07-12,115.040001,115.599998,113.120003,115.120003,115.120003,2938800
2018-07-13,115.360001,117.279999,115.199997,115.760002,115.760002,2398038
2018-07-16,113.599998,113.839996,110.879997,111.519997,111.519997,3900275
2018-07-17,110.720001,112.400002,110.080002,111.599998,111.599998,6807063
2018-07-18,110.800003,112.879997,110.239998,112.800003,112.800003,2784425
2018-07-19,112.639999,114.320000,112.239998,113.040001,113.040001,2766288
2018-07-20,113.440002,113.839996,112.559998,113.199997,113.199997,2851188
2018-07-23,114.559998,115.199997,112.400002,112.720001,112.720001,2937000
2018-07-24,112.879997,114.800003,112.879997,113.839996,113.839996,2495563
2018-07-25,114.239998,115.839996,113.360001,115.360001,115.360001,2686538
2018-07-26,114.720001,116.320000,114.720001,115.760002,115.760002,1978288
2018-07-27,115.599998,116.000000,113.519997,114.559998,114.559998,1882913
2018-07-30,116.720001,117.120003,116.160004,116.320000,116.320000,2155038
2018-07-31,115.040001,115.199997,113.919998,114.239998,114.239998,2030488
2018-08-01,112.720001,113.760002,111.919998,112.720001,112.720001,2264225
2018-08-02,112.080002,115.360001,111.839996,114.879997,114.879997,2169663
2018-08-03,114.480003,114.800003,112.879997,114.160004,114.160004,2062800
2018-08-06,115.199997,116.320000,114.400002,114.480003,114.480003,2556025
2018-08-07,115.440002,115.839996,114.720001,114.879997,114.879997,1672350
2018-08-08,113.519997,113.519997,110.400002,111.199997,111.199997,3609975
2018-08-09,111.760002,112.239998,110.959999,111.040001,111.040001,2018688
2018-08-10,112.080002,112.959999,111.919998,112.639999,112.639999,2255250
2018-08-13,112.080002,112.400002,109.440002,112.080002,112.080002,3422513
2018-08-14,113.760002,113.839996,111.120003,111.919998,111.919998,2367788
2018-08-15,110.239998,110.320000,107.519997,108.080002,108.080002,5946038
2018-08-16,108.559998,109.199997,108.160004,109.040001,109.040001,2308625
2018-08-17,110.480003,110.559998,108.879997,109.519997,109.519997,2552363
2018-08-20,109.519997,110.400002,109.279999,110.080002,110.080002,2190300
2018-08-21,111.680000,111.839996,110.480003,110.639999,110.639999,1340450
2018-08-22,113.040001,114.559998,112.480003,114.160004,114.160004,2537700
2018-08-23,113.599998,114.480003,113.279999,114.160004,114.160004,1441388
2018-08-24,116.000000,116.639999,114.879997,115.440002,115.440002,1787913
2018-08-27,115.839996,116.080002,115.279999,116.000000,116.000000,1358450
2018-08-28,116.080002,116.080002,114.800003,115.440002,115.440002,1341263
2018-08-29,116.239998,117.360001,115.839996,117.279999,117.279999,2214938
2018-08-30,117.519997,118.639999,117.120003,118.000000,118.000000,1791738
2018-08-31,117.839996,118.239998,117.199997,117.680000,117.680000,1375350
2018-09-04,118.800003,118.959999,116.239998,116.639999,116.639999,1879475
2018-09-05,116.639999,117.120003,115.519997,115.919998,115.919998,1609200
2018-09-06,115.680000,115.919998,112.800003,114.400002,114.400002,1942388
2018-09-07,113.040001,114.320000,112.559998,114.239998,114.239998,1718588
2018-09-10,115.040001,115.360001,113.360001,113.680000,113.680000,1242663
2018-09-11,114.160004,117.040001,113.839996,116.800003,116.800003,1551400
2018-09-12,118.000000,119.680000,117.839996,118.239998,118.239998,2331063
2018-09-13,116.879997,117.360001,115.120003,115.919998,115.919998,2303338
2018-09-14,115.839996,117.680000,114.480003,116.000000,116.000000,2044750
2018-09-17,116.879997,117.279999,115.360001,115.760002,115.760002,1802913
2018-09-18,117.519997,118.480003,116.720001,117.519997,117.519997,1835950
2018-09-19,117.919998,119.599998,117.839996,119.519997,119.519997,2182925
2018-09-20,120.160004,120.400002,118.239998,118.400002,118.400002,1846075
2018-09-21,119.919998,121.199997,118.239998,119.680000,119.680000,3544988
2018-09-24,121.760002,122.879997,121.360001,122.000000,122.000000,3086350
2018-09-25,122.559998,122.879997,121.440002,122.160004,122.160004,2287988
2018-09-26,121.360001,121.919998,120.720001,120.879997,120.879997,1383150
2018-09-27,122.080002,122.160004,121.199997,122.080002,122.080002,1472738
2018-09-28,121.919998,124.559998,121.839996,124.160004,124.160004,2314638
2018-10-01,124.000000,128.080002,123.599998,127.599998,127.599998,3278550
2018-10-02,127.599998,127.680000,126.639999,126.959999,126.959999,1999750
2018-10-03,126.800003,129.919998,125.360001,128.639999,128.639999,3278025
2018-10-04,128.240005,128.240005,124.879997,125.919998,125.919998,3300213
2018-10-05,125.760002,127.040001,124.800003,125.519997,125.519997,3253288
2018-10-08,124.480003,125.680000,124.239998,125.440002,125.440002,2473338
2018-10-09,126.239998,127.199997,125.120003,126.559998,126.559998,2912575
2018-10-10,126.160004,126.160004,122.959999,123.040001,123.040001,2259738
2018-10-11,121.760002,122.160004,119.120003,119.599998,119.599998,3723563
